Username,Title,Rating,overall_rating,story,acting,music,rewatch
Sao,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Anastasialovesdrama,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.0,9.0,8.0,9.5
tanyalou,Weightlifting Fairy Kim Bok Joo,8.8,8.5,8.5,8.5,8.0,8.5
Katie Q,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,8.5,10
Synergy,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,8.5
pro_dr_gen,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.5,8.5,9.0
Neliel,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,8.0,7.5
Han Ariana,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.0,8.5,7.0,8.5
thabadslandx,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,10,8.5,9.5
Halo,Weightlifting Fairy Kim Bok Joo,8.8,7.5,6.5,8.0,7.0,8.0
Pink_Panda,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Larissa,Weightlifting Fairy Kim Bok Joo,8.8,7.0,6.0,8.5,4.0,6.0
Stephennl,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,8.0,1.5
pineapple18,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.5,9.5,8.5,10
ShanTeaTime,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,9.5,9.5
Jono,Weightlifting Fairy Kim Bok Joo,8.8,9.5,8.5,9.0,9.0,9.5
leeheye,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,9.5,9.0
zensx_MDL,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,9.0,9.0
scenophile,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
klugpuff,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.0,8.0,7.0,7.0
wangranhee,Weightlifting Fairy Kim Bok Joo,8.8,9.0,10,8.5,6.5,9.0
judy,Weightlifting Fairy Kim Bok Joo,8.8,7.0,6.0,9.0,5.0,8.0
wiradwira,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
VerrySLY,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.0,10
earlypjy,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,9.5,9.5
Mesfascaga,Weightlifting Fairy Kim Bok Joo,8.8,8.0,7.5,10,7.0,7.5
sinnyyy,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.5,9.0,9.0
Elador,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.0,10,9.0,9.5
bloomingspring,Weightlifting Fairy Kim Bok Joo,8.8,8.0,9.0,10,9.5,7.0
shawol,Weightlifting Fairy Kim Bok Joo,8.8,8.5,8.0,9.5,7.0,8.0
no go,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.5,10,8.5,9.0
JenaSmith,Weightlifting Fairy Kim Bok Joo,8.8,9.5,10,9.0,7.5,9.5
arigabi17,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
shin-ah,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,9.5,9.5
Kito,Weightlifting Fairy Kim Bok Joo,8.8,8.5,9.0,7.0,8.5,8.5
Softsoft_girl,Weightlifting Fairy Kim Bok Joo,8.8,7.0,8.0,10,8.0,7.5
Tackysue,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.5,9.5,9.0,9.0
Jeuhaen,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.0,8.0,7.0,7.5
hime,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,10,10,7.0
Miss_S92,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,9.0,9.0
RahlJ88,Weightlifting Fairy Kim Bok Joo,8.8,8.0,7.0,9.0,7.0,9.0
exquisitekdrama,Weightlifting Fairy Kim Bok Joo,8.8,8.5,8.0,9.0,10,6.0
5hakes,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.0,9.0,8.0,10
Rabbil,Weightlifting Fairy Kim Bok Joo,8.8,8.5,8.5,8.5,8.0,8.5
Quitas,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.5,10
Aditi Unnikrishnan,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.5,9.0,8.0,10
Nashelie_7,Weightlifting Fairy Kim Bok Joo,8.8,7.5,8.0,10,5.0,5.0
Amanda Smith,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.5,9.0,8.0,8.5
Pranjali Srivastava,Weightlifting Fairy Kim Bok Joo,8.8,7.0,7.0,8.0,7.0,7.0
Ashe,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.5,10
leedohyunstan,Weightlifting Fairy Kim Bok Joo,8.8,8.5,7.5,9.5,8.0,8.5
RiRi13,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.0,9.5,9.0,8.0
Tiffany Lee Shuxian,Weightlifting Fairy Kim Bok Joo,8.8,10,9.5,10,10,10
thisu_9938,Weightlifting Fairy Kim Bok Joo,8.8,10,9.0,10,9.0,9.5
Kayosai,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.5,9.5,8.0,9.0
anngj,Weightlifting Fairy Kim Bok Joo,8.8,9.5,8.0,10,10,10
Dollphxne,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,9.0,9.5
juhdoceu,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,9.5,8.5,9.5
Penelope79,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,9.5,9.0
aga,Weightlifting Fairy Kim Bok Joo,8.8,9.0,10,7.5,9.0,10
Azet,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.5,10
batatatamusic,Weightlifting Fairy Kim Bok Joo,8.8,6.0,6.0,6.0,2.5,5.0
asmitha chandini,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
rea,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,8.0,10
woahcindy,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,8.5,10
inzaratha,Weightlifting Fairy Kim Bok Joo,8.8,10,9.0,10,8.0,10
clarissa3658,Weightlifting Fairy Kim Bok Joo,8.8,8.5,7.0,9.5,10,7.0
Maiyzin,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.5,8.5,7.0,8.0
MattPeddlesden,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,8.0,10
Carina86,Weightlifting Fairy Kim Bok Joo,8.8,8.0,9.0,9.0,7.0,7.0
ltspada,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Abhi,Weightlifting Fairy Kim Bok Joo,8.8,8.5,8.5,8.5,7.0,7.5
fromzeepewithlove,Weightlifting Fairy Kim Bok Joo,8.8,10,9.5,10,10,10
Meg,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,8.0,10
Sana,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.0,8.0,7.5,7.5
hanyou2022,Weightlifting Fairy Kim Bok Joo,8.8,9.0,7.5,9.0,9.0,9.0
drew,Weightlifting Fairy Kim Bok Joo,8.8,5.0,5.0,10,4.0,1.0
Mariana,Weightlifting Fairy Kim Bok Joo,8.8,2.0,4.0,1.0,7.0,1.0
CharlieWhegs,Weightlifting Fairy Kim Bok Joo,8.8,8.5,7.5,9.0,8.0,7.5
Heathenkitties,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
hansung,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.0,10
CouponhustlaJay,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.5,8.5,5.0,5.5
yibeu,Weightlifting Fairy Kim Bok Joo,8.8,6.0,7.0,10,1.0,5.0
DonnyDan,Weightlifting Fairy Kim Bok Joo,8.8,9.0,10,10,7.0,7.0
Rachel,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Big Ass Moon,Weightlifting Fairy Kim Bok Joo,8.8,7.5,8.5,9.0,6.0,6.0
miraxyza,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
faa,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Carmi,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
lady,Weightlifting Fairy Kim Bok Joo,8.8,8.5,8.0,10,8.0,9.0
swantin,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Koko,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
TalkingWithYou,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.0,10,8.0,8.0
Anis,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.5,9.5,9.5,9.5
lori,Weightlifting Fairy Kim Bok Joo,8.8,1.0,1.0,1.0,4.0,1.0
VIPprincezz,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Zainab_786,Weightlifting Fairy Kim Bok Joo,8.8,6.5,6.0,8.5,6.0,5.0
Shin,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.0,10,6.0,9.0
Love,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,6.0,10
Laava666,Weightlifting Fairy Kim Bok Joo,8.8,9.5,10,9.5,8.0,8.0
beatriz,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Itsthenerdcorner,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
oshkoshua,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Pa PL,Weightlifting Fairy Kim Bok Joo,8.8,10,9.5,10,10,10
PHope,Weightlifting Fairy Kim Bok Joo,8.8,8.0,7.0,9.0,7.0,5.0
Kala,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Aureaklg,Weightlifting Fairy Kim Bok Joo,8.8,9.5,8.5,10,10,9.0
Irene,Weightlifting Fairy Kim Bok Joo,8.8,10,9.5,10,10,10
whit3butt3rfly,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.0,9.0,7.0,5.5
Chinchin Langala,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
baddie,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.5,7.5
Jaysim,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.0,10
AlphaGirlReviews,Weightlifting Fairy Kim Bok Joo,8.8,8.0,10,9.5,8.0,9.5
deep_ng,Weightlifting Fairy Kim Bok Joo,8.8,10,9.5,10,9.0,10
Julianny Bacelar,Weightlifting Fairy Kim Bok Joo,8.8,9.5,7.5,9.0,9.0,9.5
Abby,Weightlifting Fairy Kim Bok Joo,8.8,10,10,9.5,8.0,10
nfabjoy,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,8.0,9.0
hardpliers,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Acid_Glitter,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,9.0,9.0,9.5
emberzmars,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,9.5,7.0,8.0
erichim,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.0,10
Violethale,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.0,10,8.5,9.5
Andy,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,7.0,7.0
Unpopularreviewer,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,8.0,10
ArianaVS,Weightlifting Fairy Kim Bok Joo,8.8,10,10,9.5,10,10
Mai-Lan,Weightlifting Fairy Kim Bok Joo,8.8,10,9.5,10,10,10
ale,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
saseum,Weightlifting Fairy Kim Bok Joo,8.8,7.0,6.5,7.5,6.5,7.0
sk8trchichay,Weightlifting Fairy Kim Bok Joo,8.8,10,10,9.0,7.0,10
Zoe,Weightlifting Fairy Kim Bok Joo,8.8,9.0,10,9.5,8.5,9.0
Jenni_242,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
David33,Weightlifting Fairy Kim Bok Joo,8.8,3.0,3.0,5.0,2.0,1.0
Srta Jane,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Yumarin,Weightlifting Fairy Kim Bok Joo,8.8,8.5,8.0,9.0,8.0,6.5
norachihaya,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.0,10,9.0,9.5
isa,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,8.0,8.5
Roger T,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.0,10
DixOnzeDouze,Weightlifting Fairy Kim Bok Joo,8.8,7.0,7.0,10,7.0,7.5
mon,Weightlifting Fairy Kim Bok Joo,8.8,8.0,9.0,10,6.0,9.0
JimeSala,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,9.5
gabs,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,9.0,10
sunndy,Weightlifting Fairy Kim Bok Joo,8.8,9.5,8.5,9.5,9.0,9.5
~luaralc~,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
lisamanoban,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
LilyAvram,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,9.0,9.0,7.0
larinha,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Juju,Weightlifting Fairy Kim Bok Joo,8.8,9.0,6.0,10,8.0,10
PATRICIA ALVES PEREIRA,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,5.0,10
toy,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
vitoria,Weightlifting Fairy Kim Bok Joo,8.8,9.0,9.0,9.0,9.0,9.0
arkyve,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.5,10,6.0,7.0
snoopy,Weightlifting Fairy Kim Bok Joo,8.8,9.5,9.5,10,8.0,10
Bruna Silva,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,8.0,10
Maluzinha,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,10,10
Simona Leila,Weightlifting Fairy Kim Bok Joo,8.8,6.5,7.5,8.0,5.0,5.0
EliadeLisboa,Weightlifting Fairy Kim Bok Joo,8.8,8.0,9.5,7.0,8.0,9.5
Link,Weightlifting Fairy Kim Bok Joo,8.8,8.0,8.0,8.0,8.0,8.0
marine67,Weightlifting Fairy Kim Bok Joo,8.8,1.0,5.5,4.0,8.0,1.0
Erinam,Weightlifting Fairy Kim Bok Joo,8.8,9.0,8.0,9.0,10,9.0
Montserrat Garcia,Weightlifting Fairy Kim Bok Joo,8.8,10,10,10,7.0,10
Amanda,Weightlifting Fairy Kim Bok Joo,8.8,7.5,8.0,7.0,5.0,5.0
Sweet0Girl,Run BTS! Season 2,8.8,8.0,8.0,10,8.0,1.0
WandereR,Under the Skin,8.8,9.5,9.5,9.5,9.0,9.0
afterrnoont,Under the Skin,8.8,9.5,9.5,9.0,8.0,8.5
MsNotes,Under the Skin,8.8,9.5,10,10,8.5,8.5
PeachBlossomGoddess,Under the Skin,8.8,8.0,8.0,9.0,7.5,6.5
KawaiiHawaii,Under the Skin,8.8,10,10,10,5.0,10
labcat,Under the Skin,8.8,8.5,8.0,9.0,8.0,8.5
Salatheel,Under the Skin,8.8,6.0,6.0,7.5,5.0,5.0
Komentator isenk,Under the Skin,8.8,9.5,9.0,9.0,8.0,7.0
mayhemf,Under the Skin,8.8,9.0,9.0,9.0,10,8.0
kim,Under the Skin,8.8,10,10,10,10,10
Avannah,Under the Skin,8.8,10,10,10,9.5,9.5
allison Pratt,Under the Skin,8.8,10,10,10,9.5,9.5
Kate,Under the Skin,8.8,7.0,7.0,9.0,6.5,6.0
Moon Shine,Under the Skin,8.8,10,10,10,10,9.0
ᄋᄋ,Under the Skin,8.8,10,9.5,9.5,9.5,9.5
Enigma05,Under the Skin,8.8,9.5,8.5,10,10,9.0
Wanning94,Under the Skin,8.8,10,9.5,10,9.5,10
virgievirgie,Under the Skin,8.8,8.0,8.0,8.5,8.0,8.0
lux73,Under the Skin,8.8,9.5,10,10,8.5,9.0
lienqi,Under the Skin,8.8,9.5,8.5,10,8.0,10
GiGi JaZee Jae,Under the Skin,8.8,10,10,10,10,10
jabofi,Under the Skin,8.8,10,10,10,10,10
xiaoyezi,Under the Skin,8.8,8.0,8.5,7.5,7.0,8.0
cici,Under the Skin,8.8,9.5,9.5,9.5,8.0,4.0
Drama Addict,Under the Skin,8.8,8.5,8.0,9.5,7.0,7.0
Johnnypeh41,Under the Skin,8.8,8.5,8.5,9.0,7.5,9.0
autumn_wind,Under the Skin,8.8,8.5,8.0,10,10,10
GeoParks36,Under the Skin,8.8,9.5,9.0,9.5,9.0,10
Ggrosz,Under the Skin,8.8,9.5,9.0,9.5,7.5,9.0
Shasha,Under the Skin,8.8,1.0,8.0,6.0,6.5,6.0
timotey,Under the Skin,8.8,9.5,9.5,9.5,9.0,8.0
2ndLeadsBest,Under the Skin,8.8,9.0,9.5,9.5,3.5,3.0
priyashashank,Under the Skin,8.8,10,10,10,10,10
CeciliaChannelC,Under the Skin,8.8,10,9.0,10,8.0,9.0
HLCYXNFILMS,Under the Skin,8.8,9.5,9.5,10,9.0,9.0
Hermanessa,Under the Skin,8.8,10,10,10,10,10
byul0801,Under the Skin,8.8,9.5,10,10,8.0,8.0
Johnnirg,Under the Skin,8.8,8.0,8.0,8.5,7.5,8.0
Qsakulee,Under the Skin,8.8,9.0,9.0,9.0,7.5,9.0
blablabladotcom,Under the Skin,8.8,8.5,8.5,10,8.0,8.5
meiwatchesdramas,Under the Skin,8.8,8.5,8.5,8.5,7.0,7.0
mycloverformrdarcy,Under the Skin,8.8,8.5,8.5,10,7.5,6.0
Wu Yinglin,Under the Skin,8.8,9.0,8.0,9.0,10,8.0
Meari21,Under the Skin,8.8,9.0,10,10,7.0,9.0
BecauseMyMemorySucks,Under the Skin,8.8,9.0,9.0,10,10,6.0
Architectofnonsence,Under the Skin,8.8,8.5,8.5,8.5,8.5,7.5
Xtinew,Under the Skin,8.8,8.0,10,10,7.0,7.0
DramaRandomness,Under the Skin,8.8,9.0,9.5,8.5,8.5,7.0
VonnyLaunchbury,Under the Skin,8.8,9.5,7.0,9.0,5.5,7.5
Aroha,Under the Skin,8.8,9.5,10,10,9.5,10
Daffodiluk,Under the Skin,8.8,9.5,9.0,9.5,8.5,7.5
Lycorislore,Under the Skin,8.8,10,10,10,10,10
Lanshe,Under the Skin,8.8,1.0,8.0,8.0,1.0,1.0
achuland,Under the Skin,8.8,9.0,10,10,8.0,8.0
Link,Under the Skin,8.8,9.0,9.0,10,8.0,8.0
Mick,Under the Skin,8.8,10,10,9.0,8.0,9.0
my_fellas,Under the Skin,8.8,10,10,10,10,10
Lynnea,Under the Skin,8.8,6.0,6.0,6.0,6.0,6.0
thisOx,Under the Skin,8.8,6.5,7.0,6.5,1.0,1.0
Wang Ji El,I Am Nobody,8.7,9.5,9.0,10,9.5,9.5
afterrnoont,I Am Nobody,8.7,10,10,10,10,10
Ari Li,I Am Nobody,8.7,9.0,8.5,9.0,8.0,9.0
Disconsolateme,I Am Nobody,8.7,10,9.5,9.5,10,10
virgievirgie,I Am Nobody,8.7,8.0,7.5,8.0,8.0,8.0
Doe,I Am Nobody,8.7,10,10,10,9.0,10
mon,I Am Nobody,8.7,10,10,10,10,10
nightdews,I Am Nobody,8.7,9.0,9.0,10,9.0,9.0
Berbox Kay lee Zona,I Am Nobody,8.7,10,10,10,10,10
Blossom,I Am Nobody,8.7,10,9.5,9.5,7.0,10
MyLangyaList,I Am Nobody,8.7,9.5,9.0,9.0,9.5,9.5
Enigma05,I Am Nobody,8.7,8.0,7.5,8.0,8.0,7.5
Hinata - Caboose,I Am Nobody,8.7,9.0,9.0,9.5,9.5,8.5
Hyunelovebot,I Am Nobody,8.7,10,10,10,10,10
JoanneChun,I Am Nobody,8.7,9.5,10,9.5,10,9.0
Meari21,I Am Nobody,8.7,9.0,9.0,9.0,9.0,9.5
Jairen,I Am Nobody,8.7,9.5,9.5,10,9.0,9.0
Aroha,I Am Nobody,8.7,10,10,10,10,10
Storyteller923,I Am Nobody,8.7,9.5,8.5,10,10,10
Shin,I Am Nobody,8.7,9.5,9.5,9.5,9.5,8.5
Greenlife_007,I Am Nobody,8.7,9.5,9.0,10,8.5,10
nnanosavy,I Am Nobody,8.7,9.0,9.0,9.5,8.5,9.0
wdr1314,I Am Nobody,8.7,9.5,9.5,10,9.0,9.5
Kcdramamusings,I Am Nobody,8.7,8.0,8.0,8.0,7.0,8.0
Sirenas,I Am Nobody,8.7,7.5,7.5,8.5,7.0,7.0
phoebeenix,I Am Nobody,8.7,9.5,10,10,10,8.5
imyselfthinkimweird,I Am Nobody,8.7,10,9.5,10,10,10
Precious,I Am Nobody,8.7,9.0,9.0,9.0,9.0,9.5
Reverie,I Am Nobody,8.7,9.0,9.5,9.0,7.0,8.0
JMUR,I Am Nobody,8.7,9.5,9.5,10,10,8.0
Yui Shiyon,I Am Nobody,8.7,9.5,9.0,10,10,9.0
Trisha2809,I Am Nobody,8.7,9.5,9.5,10,10,9.5
AEROROR2,I Am Nobody,8.7,10,10,10,10,10
E-925,I Am Nobody,8.7,9.5,9.0,8.0,10,10
Drama Addict,I Am Nobody,8.7,9.0,8.5,9.5,8.5,8.5
Genom,I Am Nobody,8.7,8.5,8.5,8.5,8.5,8.5
Swetha,I Am Nobody,8.7,8.0,9.0,8.5,9.0,7.0
mini fridge,I Am Nobody,8.7,9.0,9.5,10,10,7.0
BbalanceD,I Am Nobody,8.7,10,9.5,10,9.5,9.0
cryswash,I Am Nobody,8.7,9.5,9.5,9.5,9.0,9.0
Jose Benny,I Am Nobody,8.7,8.0,8.5,8.5,8.0,8.0
2ndLeadsBest,I Am Nobody,8.7,9.0,10,10,5.0,5.0
the-loststone,I Am Nobody,8.7,8.0,7.5,8.5,7.0,7.0
jaeshin,I Am Nobody,8.7,8.0,8.0,8.5,8.5,6.5
MySiFeng,I Am Nobody,8.7,8.5,9.0,9.0,8.0,8.0
EliezerMarceRivera,I Am Nobody,8.7,9.5,9.5,10,10,10
sweet_lycoris,I Am Nobody,8.7,9.5,9.0,10,9.5,9.5
Cutie Penguin,I Am Nobody,8.7,7.5,7.5,9.0,8.5,7.5
rockdj,I Am Nobody,8.7,1.5,1.0,7.5,7.0,1.5
achuland,I Am Nobody,8.7,9.0,10,10,8.0,10
lex_fsilva,I Am Nobody,8.7,8.0,8.0,8.5,8.0,8.0
RosariaRibeiro,I Am Nobody,8.7,9.5,9.5,10,9.5,9.0
Katie Lilac,Street Dance of China Season 3,8.7,9.5,9.5,10,9.5,9.5
Enigma05,Street Dance of China Season 3,8.7,9.0,9.0,10,10,6.0
JoU3,Street Dance of China Season 3,8.7,5.5,10,7.0,10,1.0
barelyconcealed,Street Dance of China Season 3,8.7,9.0,9.0,10,9.5,9.5
cici,Street Dance of China Season 3,8.7,7.0,1.0,5.0,10,1.0
hello,Street Dance of China Season 3,8.7,10,10,10,8.0,9.0
JEAN,Street Dance of China Season 3,8.7,10,9.0,10,10,6.5
ash1995,Partners for Justice Season 2,8.7,10,10,10,10,10
Nauru,Partners for Justice Season 2,8.7,10,10,10,10,10
chalbarczyk,Partners for Justice Season 2,8.7,5.0,4.0,6.0,10,6.0
XTzBiT,Partners for Justice Season 2,8.7,10,10,10,10,10
Guardian251,Partners for Justice Season 2,8.7,8.0,9.5,8.0,8.0,6.0
Scarlette,Partners for Justice Season 2,8.7,8.0,9.0,9.5,8.0,8.5
R Dey,Partners for Justice Season 2,8.7,9.0,10,10,10,10
Rei,Partners for Justice Season 2,8.7,10,10,10,10,10
M_Watson,Partners for Justice Season 2,8.7,8.0,9.5,9.5,8.0,9.0
K-lover61,Partners for Justice Season 2,8.7,9.0,9.0,9.0,8.0,9.0
fluffysquishy,Partners for Justice Season 2,8.7,6.5,6.5,7.5,6.5,6.0
Nivity,Partners for Justice Season 2,8.7,5.0,7.5,6.5,6.0,1.5
Park Min,Partners for Justice Season 2,8.7,5.0,5.0,6.0,1.0,1.0
zimzalavin,Partners for Justice Season 2,8.7,10,10,10,10,10
Lululitae,Partners for Justice Season 2,8.7,9.0,10,9.0,8.0,7.0
Joy,Partners for Justice Season 2,8.7,10,10,10,10,10
macaramel2004,Partners for Justice Season 2,8.7,9.5,9.5,10,9.5,10
Sadia Arshad,Partners for Justice Season 2,8.7,10,10,10,10,10
IM YourOnlyOne,Partners for Justice Season 2,8.7,7.0,7.0,7.0,7.0,7.0
NoodleRecipe,Partners for Justice Season 2,8.7,8.5,8.5,10,9.0,7.0
Raviforyou,Partners for Justice Season 2,8.7,10,9.5,10,10,10
rheabiel,Partners for Justice Season 2,8.7,9.0,8.0,9.0,9.5,7.0
kdramahooked_lady28,Partners for Justice Season 2,8.7,10,10,10,6.0,8.0
Kath,Partners for Justice Season 2,8.7,10,10,10,10,9.0
Joyce Anne Dumdum,Partners for Justice Season 2,8.7,10,10,10,10,10
Alena Kerketta,Partners for Justice Season 2,8.7,10,10,10,10,9.5
XS33,Partners for Justice Season 2,8.7,9.5,10,10,10,7.0
Sirine_exoL,Partners for Justice Season 2,8.7,10,10,10,9.5,10
HealingVibes,Partners for Justice Season 2,8.7,10,10,10,10,10
UraiBella,Partners for Justice Season 2,8.7,10,10,10,7.5,10
Lunna,Partners for Justice Season 2,8.7,10,10,10,10,10
clinchamps,Partners for Justice Season 2,8.7,8.0,9.0,9.0,5.0,5.0
bibi,Partners for Justice Season 2,8.7,9.5,9.0,10,9.0,9.5
badboyside,Dr. Romantic Season 2,8.7,10,10,10,10,10
Jorsias,Dr. Romantic Season 2,8.7,6.0,5.0,8.0,9.0,2.5
Priya Mehra,Dr. Romantic Season 2,8.7,10,10,10,10,10
Mauicles,Dr. Romantic Season 2,8.7,10,9.5,10,9.0,8.0
minarii,Dr. Romantic Season 2,8.7,7.5,7.5,9.0,8.0,5.0
nimwoo,Dr. Romantic Season 2,8.7,7.0,5.0,7.0,7.0,2.0
drama-watcher,Dr. Romantic Season 2,8.7,6.5,5.0,8.0,10,3.0
strikejet,Dr. Romantic Season 2,8.7,9.5,9.0,9.0,9.5,8.0
MattPeddlesden,Dr. Romantic Season 2,8.7,8.0,9.0,8.0,7.0,7.0
PHope,Dr. Romantic Season 2,8.7,6.0,6.0,7.0,7.0,4.0
AsianDramaFan,Dr. Romantic Season 2,8.7,9.5,9.0,10,10,9.0
Miamoryhj,Dr. Romantic Season 2,8.7,9.0,8.0,9.5,9.5,8.0
andrew wong,Dr. Romantic Season 2,8.7,7.0,6.0,8.0,8.0,5.0
maizus,Dr. Romantic Season 2,8.7,7.0,6.0,8.0,6.0,6.0
Kate,Dr. Romantic Season 2,8.7,6.5,6.5,8.0,7.0,4.0
XingBack,Dr. Romantic Season 2,8.7,7.5,6.0,9.0,10,1.0
Heffiner,Dr. Romantic Season 2,8.7,10,8.0,10,7.0,8.0
My Liberation Notes,Dr. Romantic Season 2,8.7,10,10,10,10,10
KangHae,Dr. Romantic Season 2,8.7,9.0,8.5,9.5,10,7.0
Makahio,Dr. Romantic Season 2,8.7,8.5,8.5,10,8.0,8.0
Soula,Dr. Romantic Season 2,8.7,8.5,8.5,9.5,9.0,7.0
Mister Romantic,Dr. Romantic Season 2,8.7,9.5,9.5,10,9.5,9.0
Maya,Dr. Romantic Season 2,8.7,9.5,8.0,9.5,10,10
evilhomer450,Dr. Romantic Season 2,8.7,7.0,5.0,8.0,5.0,5.0
KJazz,Dr. Romantic Season 2,8.7,9.5,9.0,8.5,10,9.0
